Jul.Day,YYYY/MM/DD,Wdy,PLN/USD
2458726,30/08/2019,Fri,3.9738
2458730,03/09/2019,Tue,3.983
2458731,04/09/2019,Wed,3.9209
2458732,05/09/2019,Thu,3.9315
2458733,06/09/2019,Fri,3.9201
2458737,10/09/2019,Tue,3.9216
2458738,11/09/2019,Wed,3.948
2458739,12/09/2019,Thu,3.9524
2458740,13/09/2019,Fri,3.9101
2458744,17/09/2019,Tue,3.9368
2458745,18/09/2019,Wed,3.9301
2458746,19/09/2019,Thu,3.917
2458747,20/09/2019,Fri,3.9523
2458751,24/09/2019,Tue,3.9797
2458752,25/09/2019,Wed,3.9969
2458753,26/09/2019,Thu,4.0169
2458754,27/09/2019,Fri,4.01
